category,rating,reviews,content_rating,last_updated_on,price_transformed,size_transformed,release_transformed,os_transformed,downloads
Productivity,4.4,253,Everyone,2019-09-04,0.0,8.2M,0.1.22,4.1 and up,"10,000+"
Game,3.3,152102,Teen,2019-08-04,0.0,18M,4.16,4.1 and up,"10,000,000+"
Tools,3.65,895,Everyone,2019-12-05,0.0,21M,1.0.20,3.0 and up,"100,000+"
Education,4.63,304,Everyone,2020-04-30,0.0,11M,1.9.4,4.1 and up,"50,000+"
Education,4.47,4688,Everyone,2020-01-15,0.0,6.9M,5.6,4.0.3 and up,"100,000+"
Game Trivia,4.04,67,Everyone,2019-09-13,0.0,68M,1.1.7,5.0 and up,"10,000+"
Communication,4.2,171031,Everyone,2019-09-07,0.0,,,,"10,000,000+"
Lifestyle,4.61,321,Everyone,2020-01-16,0.0,8.6M,16.6.0,4.1 and up,"10,000+"
Game,3.4,256,Everyone,2018-01-12,0.0,9.1M,1.0.0,2.3 and up,"50,000+"
Health And Fitness,4.3,16943,Everyone,2019-09-03,0.0,32M,8.8.14,4.4 and up,"1,000,000+"
Books And Reference,4.77,9711,Everyone,2020-04-15,0.0,35M,1.9,4.0 and up,"500,000+"
Education,4.4,1769,Everyone,2019-08-15,0.0,,,,"100,000+"
Family,5.0,3,Everyone,2019-08-29,0.0,9.2M,1.0.10,4.0 and up,100+
Entertainment,2.55,12464,Teen,2017-11-01,0.0,1.8M,1.1.2,2.3.3 and up,"1,000,000+"
Game Board,4.61,5496,Everyone,2020-04-21,148.4142,12M,2.83,4.1 and up,"100,000+"
Music And Audio,4.43,7,Everyone,2020-04-09,0.0,5.4M,3.0.0,4.1 and up,500+
Family,4.7,6294397,Everyone,2019-09-05,0.0,,,,"100,000,000+"
Business,4.37,2848,Everyone,2020-02-25,0.0,15M,1.6.12.8,4.0.3 and up,"500,000+"
Game Sports,4.59,13086,Everyone,2020-04-16,0.0,34M,1.3,6.0 and up,"1,000,000+"
Travel And Local,3.89,22933,Everyone,2020-04-30,0.0,15M,5.4.6,4.0 and up,"10,000,000+"
Game Puzzle,4.75,2063830,Everyone,2020-04-28,0.0,,3959,4.0.3 and up,"50,000,000+"
Health And Fitness,4.69,77,Everyone,2019-09-03,0.0,10M,1.1,4.0.3 and up,"1,000+"
Social,4.27,70041,Teen,2020-05-06,0.0,25M,2.105,5.0 and up,"5,000,000+"
Game Educational,4.27,81,Everyone,2020-02-22,0.0,97M,2.0.0,4.0.3 and up,"10,000+"
Entertainment,4.44,265,Everyone,2020-03-21,0.0,6.7M,,,"10,000+"
Medical,4.4,27524,Everyone,2019-09-03,0.0,,,,"1,000,000+"
Personalization,4.4,10093,Everyone,2017-04-01,0.0,5.5M,1.0.0,4.0 and up,"1,000,000+"
Maps And Navigation,4.63,20883,Mature 17+,2020-02-29,0.0,6.4M,5,4.4 and up,"1,000,000+"
Tools,4.48,1009,Everyone,2020-05-02,0.0,17M,5.41,4.1 and up,"100,000+"
Education,3.94,425,Everyone,2018-06-28,0.0,7.0M,1.6.5,3.0 and up,"10,000+"
News And Magazines,2.6,820,Everyone,2019-03-20,0.0,,,,"100,000+"
Entertainment,4.33,37014,Everyone,2020-04-25,0.0,42M,10.8,4.1 and up,"10,000,000+"
Health And Fitness,4.48,7003,Everyone,2019-10-22,0.0,7.4M,2.0.5,4.1 and up,"100,000+"
Travel And Local,2.79,14,Everyone,2019-05-18,0.0,22M,1.3,4.2 and up,"1,000+"
Music And Audio,5.0,5,Everyone,2020-03-10,0.0,4.4M,1.1,4.2 and up,"1,000+"
Entertainment,4.81,70264,Everyone,2018-08-11,0.0,5.6M,13.1,4.0.3 and up,"1,000,000+"
Productivity,2.92,481,Everyone,2020-04-30,0.0,16M,1,4.1 and up,"100,000+"
Game Board,4.37,30597,Everyone,2020-05-05,0.0,23M,3.2,4.1 and up,"1,000,000+"
Game Role Playing,4.02,141234,Everyone 10+,2018-02-23,0.0,44M,4.7.63,2.3 and up,"5,000,000+"
Tools,4.15,294,Everyone,2019-11-12,0.0,7.9M,1.5.3,4.0 and up,"100,000+"
Medical,4.1,1533,Mature 17+,2015-09-11,894.2142,42M,1.1.3,4.0.3 and up,"50,000+"
Health And Fitness,4.37,13974,Everyone,2020-05-05,0.0,25M,7.2.7,4.0.3 and up,"500,000+"
Books And Reference,4.39,25990,Everyone,2019-12-26,0.0,2.2M,6.7,4.0 and up,"1,000,000+"
Communication,3.5,528,Everyone,2020-03-20,0.0,21M,1.70.2,4.1 and up,"100,000+"
Game Puzzle,4.62,5642,Everyone,2020-04-08,0.0,2.7M,1.2.2,4.4 and up,"100,000+"
Education,4.23,704,Everyone,2020-02-14,0.0,15M,9.0.0,4.1 and up,"5,000+"
Game Strategy,4.45,149598,Teen,2020-04-28,0.0,9.8M,2.6.1,4.0.3 and up,"10,000,000+"
Health And Fitness,3.84,316,Everyone,2020-04-22,0.0,9.1M,4.3.13,5.0 and up,"50,000+"
Game Action,4.35,807525,Teen,2018-04-18,0.0,58M,2.0.1,2.3 and up,"10,000,000+"
Health And Fitness,4.9,66791,Everyone,2019-09-03,0.0,10M,,,"1,000,000+"
Finance,5.0,6,Everyone,2020-04-30,0.0,31M,1.0.3,4.4 and up,"1,000+"
Tools,4.58,7605,Everyone,2020-05-04,0.0,4.0M,2.2.1,6.0 and up,"1,000,000+"
Family,4.0,3745,Everyone,2019-01-07,0.0,31M,2.5.0,4.0.3 and up,"1,000,000+"
Shopping,4.06,1963,Everyone,2020-05-01,0.0,47M,16.4,5.0 and up,"500,000+"
News And Magazines,3.94,2004,Everyone,2020-04-09,0.0,16M,5.5.22,5.0 and up,"100,000+"
Education,3.73,1605,Everyone,2017-01-10,0.0,33M,1.0.4,3.0 and up,"100,000+"
Tools,3.57,2591,Everyone,2020-03-24,0.0,1.4M,1.0.8,4.0 and up,"500,000+"
Medical,4.6,64,Everyone,2019-08-14,0.0,57M,3.1.4,5.0 and up,"5,000+"
Photography,4.58,3603,Teen,2017-11-08,0.0,2.8M,1.1,2.2 and up,"500,000+"
Game Adventure,4.52,5784,Everyone 10+,2017-01-13,148.4142,44M,1.3,4.0 and up,"100,000+"
Travel And Local,4.33,17748,Everyone,2020-05-05,0.0,,4.29.1.0,4.4 and up,"1,000,000+"
Family,4.2,11126,Everyone,2019-04-27,0.0,91M,1.6.4,4.1 and up,"1,000,000+"
Social,4.27,1255,Teen,2020-04-14,0.0,1.8M,2.11.4,4.0 and up,"100,000+"
Finance,4.54,4228,Everyone,2020-03-25,0.0,42M,3.6.40,4.2 and up,"100,000+"
Game,4.3,2468063,Teen,2019-09-03,0.0,92M,19.1.0,4.0.3 and up,"50,000,000+"
Education,3.88,8,Everyone,2019-03-31,0.0,3.5M,2.2,3.0 and up,"1,000+"
Game Racing,4.45,209928,Everyone,2019-10-08,0.0,95M,3.0.1,4.4 and up,"10,000,000+"
Health And Fitness,4.33,14163,Everyone,2020-03-28,0.0,8.3M,10.2.0,4.0 and up,"500,000+"
Entertainment,4.1,29690,Teen,2019-09-07,0.0,78M,2.3.34 prod,4.3 and up,"1,000,000+"
News And Magazines,4.35,60181,Everyone 10+,2020-05-05,0.0,35M,19.059.01,5.0 and up,"1,000,000+"
Productivity,3.05,20,Everyone,2020-04-08,0.0,7.6M,2.5.0,4.0.3 and up,"5,000+"
Education,4.69,26,Everyone,2019-10-26,0.0,45M,5,4.0.3 and up,"5,000+"
Personalization,4.76,2359,Everyone,2018-08-03,0.0,6.8M,2,4.1 and up,"50,000+"
Family,4.5,66740,Everyone,2017-08-12,0.0,23M,2.4.4,2.3 and up,"1,000,000+"
Shopping,4.5,33583,Everyone,2019-09-03,0.0,12M,3.9,4.4 and up,"1,000,000+"
Music And Audio,4.51,97,Teen,2020-05-01,0.0,34M,11.7.1,4.4 and up,"10,000+"
News And Magazines,4.48,18332,Teen,2020-03-18,0.0,6.8M,4.10.6,4.4 and up,"1,000,000+"
Music And Audio,4.79,34,Everyone,2020-02-24,0.0,3.6M,3.1,4.0.3 and up,"1,000+"
Business,5.0,3,Everyone,2019-02-15,0.0,4.5M,1.0.7,4.4 and up,100+
Lifestyle,3.0,543,Everyone,2019-08-06,0.0,94M,1.4.1(0629a),5.0 and up,"50,000+"
Game Adventure,4.2,17616,Teen,2017-11-14,0.0,93M,2.0.4.1,3.0 and up,"500,000+"
Communication,4.1,2633,Everyone,2019-10-20,0.0,1.6M,2.0.2,4.0 and up,"100,000+"
Game Simulation,4.5,817955,Everyone,2020-05-05,0.0,28M,2.3.0,4.0.3 and up,"10,000,000+"
Game Puzzle,4.28,4419,Everyone,2020-01-05,0.0,8.0M,1.4s,4.0.3 and up,"100,000+"
Business,3.25,4,Everyone,2019-07-25,0.0,1.5M,4.0.0.4,5.0 and up,"1,000+"
Family,3.0,2,Everyone,2018-07-17,222.9942,18M,2.2.2,2.2 and up,50+
Tools,4.61,181,Everyone,2020-05-05,0.0,33M,2.57.7,4.4 and up,"10,000+"
Photography,4.43,30120,Everyone,2018-04-28,0.0,5.1M,2.0.5,4.1 and up,"1,000,000+"
Entertainment,4.15,39575,Teen,2020-04-30,0.0,20M,3.2.2,4.4 and up,"1,000,000+"
Music And Audio,4.6,2978,Everyone,2019-11-12,0.0,3.6M,1.5,4.0 and up,"500,000+"
Books And Reference,4.64,179,Everyone,2020-03-25,0.0,2.0M,1.3.2,4.4 and up,"100,000+"
Finance,4.42,3993,Everyone,2020-04-15,0.0,11M,1.0.62,4.0.3 and up,"100,000+"
Personalization,4.63,1007,Everyone,2019-03-07,0.0,9.4M,1.2.3,4.0 and up,"100,000+"
Medical,4.15,224,Everyone,2020-01-02,0.0,11M,4.6.0,4.4 and up,"1,000+"
Game Casual,3.77,35,Everyone,2018-08-18,0.0,30M,1.1.2,4.4 and up,"5,000+"
Lifestyle,4.49,1111,Everyone,2020-04-16,0.0,3.6M,1,4.1 and up,"100,000+"
Health And Fitness,4.06,1834,Everyone,2020-04-25,0.0,4.1M,4.5.0,4.4 and up,"100,000+"
Education,4.35,215,Everyone,2017-12-27,0.0,35M,2.05,4.0 and up,"100,000+"
Medical,5.0,1,Everyone,2020-04-02,0.0,1.1M,1.5,4.4 and up,10+
Entertainment,3.47,163,Everyone,2020-01-18,0.0,19M,1.2.3.3,4.1 and up,"10,000+"
Travel And Local,3.5,4110,Everyone,2019-08-23,0.0,8.4M,3.1,5.0 and up,"500,000+"
Communication,4.8,98,Everyone,2019-12-15,0.0,3.3M,1,4.1 and up,"10,000+"
Travel And Local,4.08,269,Everyone,2020-04-22,0.0,24M,1.0.20,4.1 and up,"10,000+"
Video Players,4.36,98,Everyone,2020-04-27,0.0,61M,3.02,4.2 and up,"10,000+"
Parenting,4.0,464,Everyone,2019-09-10,0.0,24M,2.3.1,5.0 and up,"100,000+"
Productivity,4.74,57172,Everyone,2020-02-26,0.0,9.6M,1.7.3,4.2 and up,"1,000,000+"
Sports,4.45,72310,Everyone,2020-04-20,0.0,6.9M,7.4.8,4.1 and up,"1,000,000+"
Game Racing,3.91,5971,Everyone,2016-04-02,0.0,35M,1.2,2.3 and up,"1,000,000+"
Game Adventure,4.03,123740,Teen,2019-02-21,0.0,7.0M,1.0.7,2.1 and up,"10,000,000+"
Music And Audio,4.73,140,Everyone,2020-02-10,0.0,3.4M,3,4.0 and up,"5,000+"
Travel And Local,3.0,2719,Teen,2019-09-06,0.0,17M,5.14.1,4.2 and up,"100,000+"
Education,4.37,2071,Everyone,2020-01-06,0.0,20M,5.5.0,4.1 and up,"100,000+"
Education,4.21,14229,Everyone,2018-06-10,0.0,10M,1.0.7,4.0.3 and up,"1,000,000+"
Shopping,4.3,94294,Everyone,2019-08-27,0.0,30M,2.25.17,4.1 and up,"10,000,000+"
Books And Reference,4.41,68,Everyone,2019-11-25,0.0,17M,1.1,4.1 and up,"10,000+"
Family,4.2,20807,Everyone 10+,2018-09-06,0.0,52M,1.3,4.1 and up,"1,000,000+"
Sports,4.5,117,Everyone,2018-03-16,73.8342,4.4M,2.9,4.1 and up,"1,000+"
Comics,4.2,5,Teen,2020-03-22,0.0,45M,,4.0 and up,"1,000+"
Food And Drink,4.5,116403,Everyone,2019-09-05,0.0,,,,"5,000,000+"
Productivity,4.78,11995,Everyone,2020-04-26,0.0,4.3M,1.12.6,4.0 and up,"100,000+"
Game,3.8,270687,Teen,2019-08-24,0.0,38M,1.0.16,4.0.3 and up,"10,000,000+"
Game Simulation,4.38,2568,Everyone,2019-10-24,0.0,11M,1.08,2.3 and up,"100,000+"
Game Educational,4.08,26,Everyone,2017-08-17,260.2842,54M,1.2,2.3 and up,"5,000+"
Travel And Local,3.89,592,Everyone,2020-04-07,0.0,22M,3.4,4.4 and up,"100,000+"
Personalization,4.35,3938,Teen,2018-01-25,0.0,28M,1.2,2.3 and up,"1,000,000+"
Tools,4.55,196,Everyone,2019-06-28,0.0,3.5M,1.2,4.1 and up,"50,000+"
Education,3.0,745,Everyone,2020-03-18,0.0,7.2M,1.6.1,5.0 and up,"100,000+"
Game Arcade,4.33,129485,Everyone 10+,2019-02-19,0.0,58M,8.7,4.0 and up,"10,000,000+"
Social,4.18,81722,Mature 17+,2020-04-10,0.0,,,4.1 and up,"1,000,000+"
Tools,4.56,367,Everyone,2020-04-21,0.0,5.5M,1.11,4.1 and up,"100,000+"
Weather,4.31,1969,Everyone,2020-03-18,0.0,26M,4.7.1608,5.0 and up,"100,000+"
Education,4.83,1468,Everyone,2020-03-04,0.0,82M,1.0.4,4.4 and up,"100,000+"
Game,4.3,931595,Teen,2019-08-20,0.0,31M,5.39.1,4.0.3 and up,"10,000,000+"
Productivity,4.31,251,Everyone,2020-01-14,0.0,8.8M,1.0.3,4.0.3 and up,"50,000+"
Medical,3.99,5619,Everyone 10+,2020-05-07,0.0,80M,6.2.4,4.4 and up,"100,000+"
Libraries And Demo,4.64,25,Everyone,2020-01-23,0.0,26M,0.0.1,4.1 and up,"1,000+"
Tools,3.46,152,Everyone,2018-07-29,0.0,2.9M,1.2.01,5.0 and up,"10,000+"
Entertainment,3.55,431,Everyone,2020-02-26,0.0,,,,"100,000+"
Sports,3.99,33091,Teen,2020-04-25,0.0,,,,"5,000,000+"
Game,4.1,355,Teen,2019-08-14,0.0,53M,1.0.6,4.1 and up,"10,000+"
Health And Fitness,4.4,70769,Everyone,2019-08-28,0.0,35M,6.2.73,4.0 and up,"5,000,000+"
Medical,3.6,54,Mature 17+,2019-08-07,0.0,17M,2.6.5,4.1 and up,"5,000+"
Maps And Navigation,3.16,1947,Everyone,2019-11-21,0.0,,2.19.1,5.0 and up,"100,000+"
Communication,3.8,5,Everyone,2020-03-07,0.0,4.4M,7,4.0 and up,"1,000+"
Education,4.43,65,Everyone,2017-01-26,0.0,26M,1.0.4,2.3 and up,"10,000+"
Business,4.62,24,Everyone,2019-12-12,0.0,2.2M,1.0.3,4.4 and up,"1,000+"
Maps And Navigation,3.6,8,Everyone,2018-11-01,0.0,,,4.4 and up,"1,000+"
Game Simulation,4.36,726,Everyone,2019-10-13,0.0,,0.1.2,5.0 and up,"50,000+"
Medical,4.29,1167,Everyone,2020-04-16,0.0,10M,2.1.8,5.0 and up,"100,000+"
Communication,4.46,22069,Everyone,2020-05-06,0.0,20M,10.2,4.0 and up,"500,000+"
Finance,5.0,17,Everyone,2020-05-06,0.0,3.4M,1.4.1,5.0 and up,"1,000+"
Books And Reference,4.64,93179,Everyone,2020-04-03,372.1542,,,,"500,000+"
Health And Fitness,4.21,53,Everyone,2020-03-24,0.0,33M,3.2,4.4 and up,"10,000+"
Game,4.4,42145,Everyone,2019-08-08,0.0,20M,2.9.3181,4.0.3 and up,"10,000,000+"
Personalization,4.5,75,Mature 17+,2017-06-30,0.0,2.6M,2.0,4.0.3 and up,"10,000+"
Tools,4.3,31,Everyone,2018-01-16,0.0,228k,1.0,4.0.3 and up,"5,000+"
Tools,4.32,16523,Everyone,2020-01-08,0.0,6.4M,1.0.8 beta,4.0 and up,"1,000,000+"
Books And Reference,4.44,57,Everyone,2020-05-03,0.0,82M,4,4.1 and up,"5,000+"
Entertainment,4.41,5481,Everyone,2020-04-18,0.0,77M,1.97,4.0 and up,"500,000+"
Food And Drink,3.61,41,Everyone,2020-03-07,0.0,13M,1.0.76,4.1 and up,"1,000+"
Entertainment,4.62,1890,Everyone,2020-03-29,0.0,10M,2.5,4.1 and up,"100,000+"
Music And Audio,4.27,379,Everyone,2020-04-09,0.0,,,,"50,000+"
Communication,4.46,73309,Everyone,2020-05-02,0.0,,77.0.112,4.1 and up,"5,000,000+"
Photography,4.27,8945,Everyone,2019-09-11,0.0,5.3M,1.01,4.0.3 and up,"1,000,000+"
Maps And Navigation,3.6,695,Everyone,2019-03-04,0.0,2.9M,5.3,4.0 and up,"100,000+"
Education,3.06,463,Everyone,2020-01-21,0.0,8.5M,1.5,4.1 and up,"100,000+"
Medical,4.69,435,Everyone,2020-05-02,0.0,49M,11.3.1.002_10,4.4 and up,"10,000+"
Entertainment,3.67,16654,Everyone,2020-03-05,0.0,2.0M,4,4.0.3 and up,"1,000,000+"
Music And Audio,4.47,1941497,Teen,2020-04-17,0.0,,7.3.1,4.1 and up,"50,000,000+"
Education,4.59,855,Mature 17+,2020-01-29,0.0,96M,2.74.1,4.4 and up,"100,000+"
Tools,3.95,652,Everyone,2019-07-02,0.0,29M,2.2.0,4.1 and up,"50,000+"
Dating,4.4,218,Mature 17+,2019-08-27,0.0,27M,5.2.9,4.1 and up,"10,000+"
Books And Reference,4.61,104,Everyone,2020-01-25,0.0,2.6M,1.5,4.0.3 and up,"5,000+"
Finance,4.62,8,Everyone,2020-05-06,0.0,3.3M,1.6.3,4.1 and up,500+
Books And Reference,4.12,34,Everyone,2020-04-09,0.0,4.8M,1.1,4.0 and up,"10,000+"
Education,4.68,1893,Everyone,2020-04-11,0.0,27M,1.1.9,4.0 and up,"100,000+"
Shopping,3.13,600,Everyone,2020-04-03,0.0,35M,7.2.2,5.0 and up,"100,000+"
Medical,4.8,216,Everyone,2018-07-22,521.3142,,,,"10,000+"
Business,4.25,10074,Everyone,2020-04-24,0.0,5.5M,2.6.7,4.4 and up,"1,000,000+"
Game Casual,4.51,403,Everyone,2019-11-25,222.9942,8.7M,1.5,4.0.3 and up,"5,000+"
Education,4.5,11505,Everyone,2020-05-06,0.0,28M,1.3.1.23,4.1 and up,"1,000,000+"
Family,4.1,133,Everyone,2019-08-27,0.0,48M,1.0.4,4.0 and up,"10,000+"
News And Magazines,3.12,8,Everyone,2019-11-19,0.0,9.0M,3.2.3,5.0 and up,"1,000+"
Productivity,4.36,33987,Everyone,2020-03-11,0.0,9.4M,1.0.6,4.1 and up,"5,000,000+"
Books And Reference,4.45,1931,Everyone,2020-04-09,0.0,20M,1.0.0,4.4 and up,"500,000+"
Tools,4.2,5,Everyone,2020-04-18,0.0,5.2M,2.0.2,5.0 and up,"1,000+"
Game Strategy,3.96,66683,Everyone 10+,2019-09-12,0.0,47M,2.3,2.3 and up,"1,000,000+"
Sports,4.0,11151,Everyone,2019-08-01,0.0,52M,2018.6,5.0 and up,"1,000,000+"
Game Adventure,4.32,12418,Everyone,2020-05-06,0.0,58M,56,4.1 and up,"1,000,000+"
Game Role Playing,4.22,837,Teen,2019-12-12,222.9942,7.1M,1.2.2,4.0 and up,"10,000+"
Books And Reference,4.46,6639,Everyone,2020-05-07,0.0,8.3M,5.3,4.0 and up,"100,000+"
Game Puzzle,4.54,146680,Everyone,2020-03-01,0.0,11M,1.137,4.1 and up,"5,000,000+"
Productivity,4.73,85,Everyone,2020-04-19,222.9942,24M,2.1.4-pro,4.1 and up,500+
Personalization,4.1,131,Everyone,2016-04-11,372.1542,27k,1.0,4.0.3 and up,"1,000+"
Tools,4.77,243,Everyone,2019-11-26,0.0,,,,"50,000+"
Game Educational,4.0,4,Everyone,2020-01-25,73.8342,65M,1.1.1,4.1 and up,100+
Entertainment,3.15,5582,Everyone,2020-05-06,0.0,19M,3.2.1,4.2 and up,"1,000,000+"
Health And Fitness,2.2,6,Everyone,2019-02-09,0.0,8.0M,1.0.1,4.3 and up,100+
Books And Reference,3.89,126,Everyone,2020-04-29,0.0,13M,,,"50,000+"
Health And Fitness,4.5,233243,Everyone,2019-08-27,0.0,,,,"5,000,000+"
Entertainment,4.6,732,Everyone,2019-09-05,0.0,,,,"100,000+"
Events,4.7,120,Everyone,2019-08-29,0.0,5.1M,2.5,4.0.3 and up,"10,000+"
Medical,4.07,15,Everyone,2019-11-19,0.0,6.9M,2.3,4.1 and up,"5,000+"
Sports,4.55,11715,Everyone,2020-04-04,0.0,12M,3.1.6 pro,4.1 and up,"1,000,000+"
Books And Reference,4.71,24,Everyone,2019-05-20,0.0,3.3M,1.0.0,4.1 and up,"5,000+"
Books And Reference,3.47,2411,Everyone,2020-04-21,0.0,61M,3.2.13,4.4 and up,"1,000,000+"
Game Role Playing,3.78,5472,Teen,2020-05-07,0.0,76M,6.2.1,4.1 and up,"100,000+"
Game Puzzle,4.46,335,Everyone,2020-01-31,670.4742,16M,1.0.4,4.1 and up,"10,000+"
News And Magazines,4.67,79934,Teen,2020-05-06,0.0,,,,"1,000,000+"
Entertainment,4.48,259,Everyone,2020-04-02,0.0,5.9M,1.21,4.1 and up,"100,000+"
Game,4.7,295305,Everyone,2019-07-11,0.0,3.9M,1.1.3,3.0 and up,"10,000,000+"
Game Adventure,4.32,1107962,Everyone 10+,2018-12-22,0.0,19M,1.37,2.3.3 and up,"10,000,000+"
Photography,4.5,1579343,Everyone,2019-08-29,0.0,,,,"100,000,000+"
Finance,3.91,28426,Everyone,2020-04-29,0.0,,,,"1,000,000+"
Family,4.5,43852,Everyone,2019-08-23,0.0,77M,1.9.10,4.1 and up,"10,000,000+"
Game Board,4.18,1898,Everyone,2018-06-21,0.0,9.3M,1.7,2.3 and up,"100,000+"
Education,4.69,29,Everyone,2020-03-18,0.0,5.0M,1.13,4.0.3 and up,"5,000+"
Business,3.76,3642,Everyone,2020-02-28,0.0,19M,5.8.2 [winter - 13976],4.2 and up,"500,000+"
Maps And Navigation,3.56,70,Everyone,2018-11-09,0.0,2.6M,26,2.3 and up,"10,000+"
Game Trivia,4.45,84535,Everyone,2019-07-23,0.0,65M,1.8.4,4.1 and up,"1,000,000+"
Medical,3.27,817,Everyone,2020-04-24,0.0,43M,4.30.0,5.0 and up,"100,000+"
Game Action,4.43,50822,Teen,2018-08-02,0.0,25M,1.28,4.0 and up,"1,000,000+"
Entertainment,3.92,71,Everyone,2019-11-29,0.0,2.0M,Ps-mol-oct-25-18,4.0 and up,"5,000+"
Health And Fitness,4.31,103,Everyone,2020-04-26,222.9942,4.6M,5.9,4.4 and up,"5,000+"
Game Adventure,4.41,145,Everyone,2020-05-02,0.0,7.2M,1.0.2,4.0 and up,"1,000+"
Health And Fitness,3.42,209,Everyone,2020-04-24,0.0,17M,1.2.9.030,4.4 and up,"10,000+"
Medical,4.06,1704,Mature 17+,2015-09-11,894.2142,42M,1.1.3,4.0.3 and up,"50,000+"
Health And Fitness,3.96,45,Everyone,2020-02-26,0.0,30M,1.1,5.0 and up,"10,000+"
Game Racing,4.31,372264,Everyone,2017-01-20,0.0,,,,"10,000,000+"
Comics,4.3,109,Everyone,2019-02-22,0.0,3.5M,1.0,4.0.3 and up,"10,000+"
Medical,4.5,453,Everyone,2018-08-11,0.0,11M,1.1,4.0.3 and up,"100,000+"
Game Word,4.59,490252,Everyone,2020-03-25,0.0,31M,2.5.6,4.1 and up,"50,000,000+"
Game Arcade,4.36,1680615,Everyone,2019-06-27,0.0,100M,6.6.2,4.1 and up,"100,000,000+"
Game Puzzle,4.05,1202,Everyone,2016-12-09,0.0,11M,1.0.7,2.3 and up,"100,000+"
Tools,4.24,862,Everyone,2020-03-23,0.0,6.2M,1.3,4.0.3 and up,"100,000+"
Productivity,3.65,112,Everyone,2020-04-04,0.0,76M,1.2.5.190226,4.0.3 and up,"10,000+"
Family,4.2,5,Everyone,2017-08-27,0.0,3.3M,1.1,4.4 and up,100+
Game Music,4.24,126778,Teen,2019-04-26,0.0,54M,4.2,4.0.3 and up,"5,000,000+"
Education,4.51,108,Everyone,2020-02-07,0.0,43M,3.4.79,4.2 and up,"5,000+"
Tools,3.79,464,Everyone,2020-02-09,0.0,2.9M,1,2.3 and up,"100,000+"
Books And Reference,4.68,3665,Everyone,2020-02-12,0.0,61M,1.0.2,4.0.3 and up,"100,000+"
Sports,3.46,4073,Everyone,2020-03-15,0.0,26M,3.2.14,4.0.3 and up,"500,000+"
Tools,4.78,55516,Everyone,2020-03-28,0.0,14M,3.4.1,5.0 and up,"500,000+"
Communication,5.0,1,Everyone,2019-03-07,0.0,12M,1,4.1 and up,10+
Business,4.0,6,Everyone,2019-06-18,0.0,3.5M,1.1.2,5.0 and up,500+
Shopping,4.27,37477,Everyone,2020-04-16,0.0,,,,"1,000,000+"
Parenting,4.53,1970,Everyone,2020-01-11,0.0,23M,1.28,4.0.3 and up,"100,000+"
Auto And Vehicles,4.02,859,Everyone,2020-04-24,0.0,18M,1.3,4.1 and up,"1,000,000+"
News And Magazines,3.34,3514,Everyone 10+,2020-05-06,0.0,8.1M,2.38,5.0 and up,"100,000+"
Game Racing,4.2,312,Everyone,2019-11-29,0.0,52M,1.0.8,4.1 and up,"100,000+"
Education,4.67,3,Everyone,2020-04-01,0.0,23M,1.5,5.0 and up,10+
Music And Audio,4.46,5928,Teen,2020-05-05,0.0,67M,3.11.0,5.0 and up,"500,000+"
Finance,4.3,34861,Everyone,2019-09-07,0.0,,,,"1,000,000+"
Music And Audio,4.66,70,Teen,2020-03-04,0.0,16M,5.0.12,4.1 and up,"1,000+"
Lifestyle,4.31,709,Everyone,2020-05-05,0.0,4.7M,1.2,4.1 and up,"100,000+"
Lifestyle,3.8,3547,Everyone,2019-02-16,29831.2542,1.8M,2.0,4.0.3 and up,"100,000+"
Food And Drink,4.3,511420,Everyone,2019-09-05,0.0,,,,"10,000,000+"
Social,4.55,153324,Teen,2018-11-01,0.0,36M,1.06,4.3 and up,"5,000,000+"
Health And Fitness,4.6,2901,Everyone,2019-07-19,148.4142,,,,"50,000+"
Game Sports,4.22,138681,Everyone,2020-04-29,0.0,90M,7.0.0,4.1 and up,"5,000,000+"
News And Magazines,4.01,1452,Everyone,2020-05-02,0.0,25M,4.3.3,5.0 and up,"100,000+"
Tools,4.15,20,Everyone,2019-07-04,0.0,4.1M,18.02.14-2,4.1 and up,100+
Photography,4.55,291,Everyone,2020-03-18,0.0,23M,3.9,4.0.3 and up,"10,000+"
Game Puzzle,5.0,1,Everyone,2019-10-25,0.0,29M,1,4.0.3 and up,10+
Game Educational,4.39,31,Everyone,2020-04-03,0.0,61M,1.1.1,4.1 and up,"10,000+"
Food And Drink,4.63,1282039,Everyone,2020-05-06,0.0,,,,"10,000,000+"
Lifestyle,4.65,1745,Everyone,2020-02-03,0.0,16M,1.11,4.0.3 and up,"100,000+"
Game Action,3.99,234190,Everyone,2020-05-06,0.0,45M,2.3,4.2 and up,"10,000,000+"
Game Board,4.09,7153,Everyone,2020-05-06,0.0,,2.5.2,4.1 and up,"1,000,000+"
Education,4.51,45,Everyone,2020-05-04,0.0,30M,1.13,2.3 and up,"10,000+"
Shopping,4.14,23529,Everyone,2020-05-01,0.0,25M,5.01,4.3 and up,"1,000,000+"
Social,4.2,423105,Mature 17+,2019-08-13,0.0,,,,"10,000,000+"
Tools,5.0,8,Everyone,2020-04-23,0.0,58M,1.1.3,4.4 and up,500+
Entertainment,2.01,654,Everyone,2020-03-27,0.0,21M,4.27,4.4 and up,"50,000+"
Books And Reference,4.74,2090,Teen,2020-01-16,0.0,11M,1.5,4.1 and up,"100,000+"
Lifestyle,3.2,3031,Everyone,2019-08-07,0.0,2.7M,1.5.3,4.0 and up,"1,000,000+"
